=== Magic Number Search Results for Range 9-16 ===
Started at: Mon May 26 22:20:50 EDT 2025

PROGRESS: [9][Rook] 237 / 1024, Attempt 0
PROGRESS: [9][Rook] 672 / 1024, Attempt 10000000
PROGRESS: [9][Rook] 768 / 1024, Attempt 20000000
PROGRESS: [9][Rook] 780 / 1024, Attempt 30000000
PROGRESS: [9][Rook] 780 / 1024, Attempt 40000000
PROGRESS: [9][Rook] 780 / 1024, Attempt 50000000
PROGRESS: [9][Rook] 780 / 1024, Attempt 60000000
PROGRESS: [9][Rook] 780 / 1024, Attempt 70000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 80000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 90000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 100000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 110000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 120000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 130000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 140000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 150000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 160000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 170000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 180000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 190000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 200000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 210000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 220000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 230000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 240000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 250000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 260000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 270000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 280000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 290000000
PROGRESS: [9][Rook] 860 / 1024, Attempt 300000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 310000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 320000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 330000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 340000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 350000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 360000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 370000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 380000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 390000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 400000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 410000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 420000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 430000000
PROGRESS: [9][Rook] 863 / 1024, Attempt 440000000
PROGRESS: [9][Rook] 931 / 1024, Attempt 450000000
PROGRESS: [9][Rook] 931 / 1024, Attempt 460000000
PROGRESS: [9][Rook] 931 / 1024, Attempt 470000000
PROGRESS: [9][Rook] 931 / 1024, Attempt 480000000
PROGRESS: [9][Rook] 931 / 1024, Attempt 490000000
PROGRESS: [9][Bishop] 17 / 32, Attempt 0
[9][Bishop] - 50dec424181215a7 - Took 2361 attempts, 0.00 minutes
PROGRESS: [10][Rook] 64 / 1024, Attempt 0
PROGRESS: [10][Rook] 640 / 1024, Attempt 10000000
PROGRESS: [10][Rook] 640 / 1024, Attempt 20000000
PROGRESS: [10][Rook] 672 / 1024, Attempt 30000000
PROGRESS: [10][Rook] 672 / 1024, Attempt 40000000
